item_#,strUC,common_name,scientific_name,doi,url,editors,reviewer,start_date,end_date,publication_date
59f5ebfee4b063d5d307e335,aAZTRx,Arizona Treefrog,Hyla wrightorum,doi:10.5066/F7KS6QKD,https://www.sciencebase.gov/catalog/item/59f5ebfee4b063d5d307e335,['Ken Boykin'],Jeff Lonneker,2008,2015,2017
59f5e25ae4b063d5d307de21,aBAFRx,Barking Frog,Craugastor augusti,doi:10.5066/F7GF0SKK,https://www.sciencebase.gov/catalog/item/59f5e25ae4b063d5d307de21,['Ken Boykin'],Steve Williams,2008,2015,2017
59f5e2a2e4b063d5d307dfbb,aBATRx,Barking Treefrog,Hyla gratiosa,doi:10.5066/F78051PC,https://www.sciencebase.gov/catalog/item/59f5e2a2e4b063d5d307dfbb,['Ken Boykin'],Jeff Lonneker,2008,2015,2017
59f5ebe6e4b063d5d307e257,aBBSSx,Black-bellied Slender Salamander,Batrachoseps nigriventris,doi:10.5066/F79P30QV,https://www.sciencebase.gov/catalog/item/59f5ebe6e4b063d5d307e257,['Ken Boykin'],Jeff Lonneker,2008,2016,2017
59f5e29de4b063d5d307df9f,aBCSAx,Berry Cave Salamander,Gyrinophilus gulolineatus,doi:10.5066/F73R0RXB,https://www.sciencebase.gov/catalog/item/59f5e29de4b063d5d307df9f,['Matthew Rubino'],Steve Williams,2008,2016,2017
59f5e1b7e4b063d5d307da87,aBCTRx,Baja California Treefrog,Pseudacris hypochondriaca,doi:10.5066/F7ST7P0Z,https://www.sciencebase.gov/catalog/item/59f5e1b7e4b063d5d307da87,['Ken Boykin'],Jeff Lonneker,2008,2016,2017
59f5e221e4b063d5d307dcc7,aBESAx,Black-bellied Salamander,Desmognathus quadramaculatus,doi:10.5066/F75M64R5,https://www.sciencebase.gov/catalog/item/59f5e221e4b063d5d307dcc7,['Matthew Rubino'],Steve Williams,2008,2016,2017
59f5e24be4b063d5d307ddcd,aBGCSx,Blue Ridge Gray-cheeked Salamander,Plethodon amplus,doi:10.5066/F7VQ31SG,https://www.sciencebase.gov/catalog/item/59f5e24be4b063d5d307ddcd,['Adam Radel'],Jeff Lonneker,2008,2013,2017
59f5ebc7e4b063d5d307e15d,aBGSAx,Big Levels Salamander,Plethodon sherando,doi:10.5066/F79W0DP9,https://www.sciencebase.gov/catalog/item/59f5ebc7e4b063d5d307e15d,['Steven Williams'],Steve Williams,2008,2016,2017
59f5ebbbe4b063d5d307e109,aBLASx,Black Salamander,Aneides flavipunctatus,doi:10.5066/F73R0RWW,https://www.sciencebase.gov/catalog/item/59f5ebbbe4b063d5d307e109,['Ken Boykin'],Jeff Lonneker,2008,2016,2017
59f5e23fe4b063d5d307dd7b,aBLSAx,Blanco Blind Salamander,Eurycea robusta,doi:10.5066/F7CN72X5,https://www.sciencebase.gov/catalog/item/59f5e23fe4b063d5d307dd7b,['Ken Boykin'],Steve Williams,2008,2016,2017
59f5ebfde4b063d5d307e325,aBLTOx,Black Toad,Anaxyrus exsul,doi:10.5066/F72B8X6K,https://www.sciencebase.gov/catalog/item/59f5ebfde4b063d5d307e325,['Ken Boykin'],Jeff Lonneker,2008,2013,2017
59f5ec30e4b063d5d307e4e3,aBMSAx,Black Mountain Salamander,Desmognathus welteri,doi:10.5066/F7QZ2925,https://www.sciencebase.gov/catalog/item/59f5ec30e4b063d5d307e4e3,['Adam Radel'],Jeff Lonneker,2008,2013,2017
59f5ebbae4b063d5d307e0ff,aBOFRx,Boreal Chorus Frog,Pseudacris maculata,doi:10.5066/F75X280J,https://www.sciencebase.gov/catalog/item/59f5ebbae4b063d5d307e0ff,['Ken Boykin'],Jeff Lonneker,2008,2016,2017
59f5e284e4b063d5d307df13,aBOTOx,Western Toad,Anaxyrus boreas,doi:10.5066/F74M93MS,https://www.sciencebase.gov/catalog/item/59f5e284e4b063d5d307df13,"['Ken Boykin', 'Thomas Laxson']",Jeff Lonneker,2008,2013,2017
59f5e1b3e4b063d5d307da71,aBRDSx,Blue Ridge Dusky Salamander,Desmognathus orestes,doi:10.5066/F7XK8DQ8,https://www.sciencebase.gov/catalog/item/59f5e1b3e4b063d5d307da71,['Adam Radel'],Jeff Lonneker,2008,2013,2017
59f5ec5be4b063d5d307e671,aBRFRx,Brimley's Chorus Frog,Pseudacris brimleyi,doi:10.5066/F7CF9P40,https://www.sciencebase.gov/catalog/item/59f5ec5be4b063d5d307e671,['Adam Radel'],Jeff Lonneker,2008,2013,2017
59f5e1e9e4b063d5d307db89,aBRTSx,Blue Ridge Two-lined Salamander,Eurycea wilderae,doi:10.5066/F7XD10T8,https://www.sciencebase.gov/catalog/item/59f5e1e9e4b063d5d307db89,['Adam Radel'],Jeff Lonneker,2008,2013,2017
59f5ebc7e4b063d5d307e161,aBSNEx,Black-spotted Newt,Notophthalmus meridionalis,doi:10.5066/F75B01M3,https://www.sciencebase.gov/catalog/item/59f5ebc7e4b063d5d307e161,['Matthew Rubino'],Steve Williams,2008,2016,2017
59f5e25ce4b063d5d307de2d,aBSPSx,Barton Springs Salamander,Eurycea sosorum,doi:10.5066/F79W0DNV,https://www.sciencebase.gov/catalog/item/59f5e25ce4b063d5d307de2d,['Ken Boykin'],Steve Williams,2008,2016,2017
59f5ebede4b063d5d307e299,aBTISx,Barred Tiger Salamander,Ambystoma mavortium,doi:10.5066/F77P8XD8,https://www.sciencebase.gov/catalog/item/59f5ebede4b063d5d307e299,['Matthew Rubino'],Steve Williams,2008,2016,2017
59f5ebede4b063d5d307e29b,aBUPSx,Blue-spotted Salamander,Ambystoma laterale,doi:10.5066/F73N22CM,https://www.sciencebase.gov/catalog/item/59f5ebede4b063d5d307e29b,['Matthew Rubino'],Steve Williams,2008,2016,2017
59f5ebfee4b063d5d307e333,aBUTOx,Burrowing Toad,Rhinophrynus dorsalis,doi:10.5066/F7W09522,https://www.sciencebase.gov/catalog/item/59f5ebfee4b063d5d307e333,['Ken Boykin'],Jeff Lonneker,2008,2013,2017
59f5e29ee4b063d5d307dfa3,aBVTRx,Bird-voiced Treefrog,Hyla avivoca,doi:10.5066/F7FQ9VQ2,https://www.sciencebase.gov/catalog/item/59f5e29ee4b063d5d307dfa3,['Ken Boykin'],Jeff Lonneker,2008,2015,2017
59f5e1b3e4b063d5d307da73,aBWRWx,Black Warrior River Waterdog,Necturus alabamensis,doi:10.5066/F7639NXW,https://www.sciencebase.gov/catalog/item/59f5e1b3e4b063d5d307da73,['Adam Radel'],Jeff Lonneker,2008,2013,2017
59f5e221e4b063d5d307dcc9,aCANEx,Cane Toad,Rhinella marinus,doi:10.5066/F73X85NG,https://www.sciencebase.gov/catalog/item/59f5e221e4b063d5d307dcc9,['Ken Boykin'],Jeff Lonneker,2008,2016,2017
59f5ebb1e4b063d5d307e0b9,aCASAx,Calfifornia Giant Salamander,Dicamptodon ensatus,doi:10.5066/F7251H9K,https://www.sciencebase.gov/catalog/item/59f5ebb1e4b063d5d307e0b9,['Ken Boykin'],Steve Williams,2008,2016,2017
59f5eba0e4b063d5d307e017,aCATOx,Canadian Toad,Anaxyrus hemiophrys,doi:10.5066/F7V69HKP,https://www.sciencebase.gov/catalog/item/59f5eba0e4b063d5d307e017,['Ken Boykin'],Jeff Lonneker,2008,2015,2017
59f5e29ee4b063d5d307dfa1,aCATRx,California Treefrog,Pseudacris cadaverina,doi:10.5066/F72B8X2S,https://www.sciencebase.gov/catalog/item/59f5e29ee4b063d5d307dfa1,['Ken Boykin'],Jeff Lonneker,2008,2015,2017
59f5ec01e4b063d5d307e34b,aCBSAx,Comal Blind Salamander,Eurycea tridentifera,doi:10.5066/F7Q52NQW,https://www.sciencebase.gov/catalog/item/59f5ec01e4b063d5d307e34b,['Ken Boykin'],Steve Williams,2008,2016,2017
59f5eba3e4b063d5d307e035,aCCFRx,Cliff Chirping Frog,Eleutherodactylus marnockii,doi:10.5066/F7445KJB,https://www.sciencebase.gov/catalog/item/59f5eba3e4b063d5d307e035,['Ken Boykin'],Jeff Lonneker,2008,2015,2017
59f5ebb9e4b063d5d307e0fb,aCCSAx,Cascade Caverns Salamander,Eurycea latitans,doi:10.5066/F71J98X8,https://www.sciencebase.gov/catalog/item/59f5ebb9e4b063d5d307e0fb,['Ken Boykin'],Steve Williams,2008,2016,2017
59f5ebb0e4b063d5d307e0ad,aCFNEx,California Newt,Taricha torosa,doi:10.5066/F7RR1X7Q,https://www.sciencebase.gov/catalog/item/59f5ebb0e4b063d5d307e0ad,['Ken Boykin'],Jeff Lonneker,2008,2016,2017
59f5e22be4b063d5d307dd09,aCGSAx,Cope's Giant Salamander,Dicamptodon copei,doi:10.5066/F7XK8DMX,https://www.sciencebase.gov/catalog/item/59f5e22be4b063d5d307dd09,['Ken Boykin'],Steve Williams,2008,2016,2017
59f5ec64e4b063d5d307e6ab,aCGTRx,Cope's Gray Treefrog,Hyla chrysoscelis,doi:10.5066/F70V8BR8,https://www.sciencebase.gov/catalog/item/59f5ec64e4b063d5d307e6ab,['Ken Boykin'],Jeff Lonneker,2008,2015,2017
59f5ebdae4b063d5d307e1f1,aCHDSx,Chamberlain's Dwarf Salamander,Eurycea chamberlaini,doi:10.5066/F7TX3DGR,https://www.sciencebase.gov/catalog/item/59f5ebdae4b063d5d307e1f1,['Adam Radel'],Jeff Lonneker,2008,2013,2017
59f5e20fe4b063d5d307dc61,aCHSAx,Cheoah Bald Salamander,Plethodon cheoah,doi:10.5066/F7WW7GTV,https://www.sciencebase.gov/catalog/item/59f5e20fe4b063d5d307dc61,['Adam Radel'],Jeff Lonneker,2008,2013,2017
59f5ec5be4b063d5d307e673,aCISSx,Channel Islands Slender Salamander,Batrachoseps pacificus,doi:10.5066/F7JD4VTB,https://www.sciencebase.gov/catalog/item/59f5ec5be4b063d5d307e673,['Ken Boykin'],Jeff Lonneker,2008,2016,2017
59f5e1d4e4b063d5d307db21,aCKSAx,Cow Knob Salamander,Plethodon punctatus,doi:10.5066/F7Q81C52,https://www.sciencebase.gov/catalog/item/59f5e1d4e4b063d5d307db21,['Matthew Rubino'],Steve Williams,2008,2016,2017
59f5ec42e4b063d5d307e57d,aCLFRx,Chiricahua Leopard Frog,Lithobates chiricahuensis,doi:10.5066/F700014T,https://www.sciencebase.gov/catalog/item/59f5ec42e4b063d5d307e57d,['Adam Radel'],Jeff Lonneker,2008,2014,2017
59f5e242e4b063d5d307dd91,aCLSAx,Clouded Salamander,Aneides ferreus,doi:10.5066/F7TM795W,https://www.sciencebase.gov/catalog/item/59f5e242e4b063d5d307dd91,"['Matthew Rubino', 'Thomas Laxson']",Nathan Tarr,2008,2013,2017
59f5ebefe4b063d5d307e2b7,aCMDSx,Carolina Mountain Dusky Salamander,Desmognathus carolinensis,doi:10.5066/F7PV6JF5,https://www.sciencebase.gov/catalog/item/59f5ebefe4b063d5d307e2b7,['Adam Radel'],Jeff Lonneker,2008,2013,2017
59f5e256e4b063d5d307de0b,aCMSAx,Caddo Mountain Salamander,Plethodon caddoensis,doi:10.5066/F7RB73JZ,https://www.sciencebase.gov/catalog/item/59f5e256e4b063d5d307de0b,['Matthew Rubino'],Steve Williams,2008,2016,2017
59f5ec51e4b063d5d307e617,aCMTSx,Cheat Mountain Salamander,Plethodon nettingi,doi:10.5066/F7BG2N05,https://www.sciencebase.gov/catalog/item/59f5ec51e4b063d5d307e617,['Matthew Rubino'],Steve Williams,2008,2016,2017
59f5e1bee4b063d5d307daab,aCOFRx,Columbia Spotted Frog,Rana luteiventris,doi:10.5066/F7NV9HCP,https://www.sciencebase.gov/catalog/item/59f5e1bee4b063d5d307daab,['Ken Boykin'],Jeff Lonneker,2008,2013,2017
59f5e27be4b063d5d307dedf,aCOGSx,Coastal Giant Salamander,Dicamptodon tenebrosus,doi:10.5066/F7DN442Z,https://www.sciencebase.gov/catalog/item/59f5e27be4b063d5d307dedf,['Ken Boykin'],Steve Williams,2008,2016,2017
59f5ec41e4b063d5d307e571,aCOSAx,Coeur D'alene Salamander,Plethodon idahoensis,doi:10.5066/F7TX3DF9,https://www.sciencebase.gov/catalog/item/59f5ec41e4b063d5d307e571,['Ken Boykin'],Jeff Lonneker,2008,2016,2017
59f5ec42e4b063d5d307e579,aCOSPx,Couch's Spadefoot,Scaphiopus couchii,doi:10.5066/F7KH0MFB,https://www.sciencebase.gov/catalog/item/59f5ec42e4b063d5d307e579,['Ken Boykin'],Jeff Lonneker,2008,2016,2017
59f5e243e4b063d5d307dd95,aCPSAx,Cumberland Plateau Salamander,Plethodon kentucki,doi:10.5066/F7BC3XKF,https://www.sciencebase.gov/catalog/item/59f5e243e4b063d5d307dd95,['Matthew Rubino'],Steve Williams,2008,2016,2017
59f5e1dae4b063d5d307db37,aCRFRx,Carpenter Frog,Lithobates virgatipes,doi:10.5066/F7B27T8K,https://www.sciencebase.gov/catalog/item/59f5e1dae4b063d5d307db37,['Adam Radel'],Jeff Lonneker,2008,2013,2017
59f5e242e4b063d5d307dd8d,aCRLFx,California Red-legged Frog,Rana draytonii,doi:10.5066/F76972KP,https://www.sciencebase.gov/catalog/item/59f5e242e4b063d5d307dd8d,['Matthew Rubino'],Jeff Lonneker,2008,2013,2017
59f5e2a0e4b063d5d307dfaf,aCSFRx,Cascades Frog,Rana cascadae,doi:10.5066/F7K64H4G,https://www.sciencebase.gov/catalog/item/59f5e2a0e4b063d5d307dfaf,['Ken Boykin'],Jeff Lonneker,2008,2016,2017
59f5ec5ce4b063d5d307e675,aCSLSx,California Slender Salamander,Batrachoseps attenuatus,doi:10.5066/F76M35WJ,https://www.sciencebase.gov/catalog/item/59f5ec5ce4b063d5d307e675,['Ken Boykin'],Jeff Lonneker,2008,2016,2017
59f5ec5ce4b063d5d307e677,aCSMSx,Chattahoochee Slimy Salamander,Plethodon chattahoochee,doi:10.5066/F72V2F57,https://www.sciencebase.gov/catalog/item/59f5ec5ce4b063d5d307e677,['Adam Radel'],Jeff Lonneker,2008,2013,2017
59f5ec3ae4b063d5d307e52b,aCTFRx,Coastal Tailed Frog,Ascaphus truei,doi:10.5066/F7FF3RF6,https://www.sciencebase.gov/catalog/item/59f5ec3ae4b063d5d307e52b,"['Ken Boykin', 'Ken Boykin']",Jeff Lonneker,2008,2015,2017
59f5ebe6e4b063d5d307e259,aCTGSx,California Tiger Salamander,Ambystoma californiense,doi:10.5066/F72N51DG,https://www.sciencebase.gov/catalog/item/59f5ebe6e4b063d5d307e259,['Ken Boykin'],Jeff Lonneker,2008,2016,2017
59f5ebaee4b063d5d307e09d,aCTOSx,Columbia Torrent Salamander,Rhyacotriton kezeri,doi:10.5066/F7KD1X2G,https://www.sciencebase.gov/catalog/item/59f5ebaee4b063d5d307e09d,['Ken Boykin'],Jeff Lonneker,2008,2016,2017
59f5e1e0e4b063d5d307db59,aCTRSx,Cascade Torrent Salamander,Rhyacotriton cascadae,doi:10.5066/F7H70DVV,https://www.sciencebase.gov/catalog/item/59f5e1e0e4b063d5d307db59,['Ken Boykin'],Jeff Lonneker,2008,2016,2017
59f5e1ece4b063d5d307db97,aCUDSx,Cumberland Dusky Salamander,Desmognathus abditus,doi:10.5066/F7D21WQK,https://www.sciencebase.gov/catalog/item/59f5e1ece4b063d5d307db97,['Matthew Rubino'],Steve Williams,2008,2016,2017
59f5ec13e4b063d5d307e3e5,aCUTRx,Cuban Treefrog,Osteopilus septentrionalis,doi:10.5066/F7FN15CK,https://www.sciencebase.gov/catalog/item/59f5ec13e4b063d5d307e3e5,['Adam Radel'],Jeff Lonneker,2008,2013,2017
59f5e292e4b063d5d307df67,aCVSAx,Cave Salamander,Eurycea lucifuga,doi:10.5066/F79K49B0,https://www.sciencebase.gov/catalog/item/59f5e292e4b063d5d307df67,['Matthew Rubino'],Steve Williams,2008,2016,2017
59f5ebd8e4b063d5d307e1e1,aCWFRx,Crawfish Frog,Lithobates areolatus,doi:10.5066/F7BZ655Z,https://www.sciencebase.gov/catalog/item/59f5ebd8e4b063d5d307e1e1,['Ken Boykin'],Jeff Lonneker,2008,2015,2017
59f5e29fe4b063d5d307dfab,aCYTRx,Canyon Treefrog,Hyla arenicolor,doi:10.5066/F75T3JM8,https://www.sciencebase.gov/catalog/item/59f5e29fe4b063d5d307dfab,['Ken Boykin'],Jeff Lonneker,2008,2015,2017
59f5ec6ee4b063d5d307e707,aDASAx,Dark-sided Salamander,Eurycea aquatica,doi:10.5066/F76972QG,https://www.sciencebase.gov/catalog/item/59f5ec6ee4b063d5d307e707,['Matthew Rubino'],Steve Williams,2008,2016,2017
59f5ec41e4b063d5d307e573,aDBBSx,Dwarf Black-bellied Salamander,Desmognathus folkertsi,doi:10.5066/F7765DFJ,https://www.sciencebase.gov/catalog/item/59f5ec41e4b063d5d307e573,['Matthew Rubino'],Steve Williams,2008,2016,2017
59f5e1f1e4b063d5d307dbb1,aDGFRx,Dusky Gopher Frog,Lithobates sevosus,doi:10.5066/F7QV3KJ3,https://www.sciencebase.gov/catalog/item/59f5e1f1e4b063d5d307dbb1,['Ken Boykin'],Jeff Lonneker,2008,2015,2017
59f5ec1de4b063d5d307e449,aDNSAx,Del Norte Salamander,Plethodon elongatus,doi:10.5066/F73F4NQT,https://www.sciencebase.gov/catalog/item/59f5ec1de4b063d5d307e449,['Ken Boykin'],Jeff Lonneker,2008,2016,2017
59f5ebebe4b063d5d307e283,aDUSAx,Dunn's Salamander,Plethodon dunni,doi:10.5066/F7B56HV4,https://www.sciencebase.gov/catalog/item/59f5ebebe4b063d5d307e283,['Ken Boykin'],Jeff Lonneker,2008,2016,2017
59f5ebffe4b063d5d307e33b,aDWSAx,Dwarf Salamander,Eurycea quadridigitata,doi:10.5066/F76Q1W70,https://www.sciencebase.gov/catalog/item/59f5ebffe4b063d5d307e33b,['Matthew Rubino'],Steve Williams,2008,2016,2017
59f5e1bde4b063d5d307daa5,aDWWAx,Dwarf Waterdog,Necturus punctatus,doi:10.5066/F7FQ9VK8,https://www.sciencebase.gov/catalog/item/59f5e1bde4b063d5d307daa5,['Adam Radel'],Jeff Lonneker,2008,2013,2017
59f5e234e4b063d5d307dd37,aEANEx,Eastern Newt,Notophthalmus viridescens,doi:10.5066/F7ZP456G,https://www.sciencebase.gov/catalog/item/59f5e234e4b063d5d307dd37,['Matthew Rubino'],Steve Williams,2008,2016,2017
59f5ec1de4b063d5d307e447,aEASPx,Eastern Spadefoot,Scaphiopus holbrookii,doi:10.5066/F77080HJ,https://www.sciencebase.gov/catalog/item/59f5ec1de4b063d5d307e447,['Ken Boykin'],Jeff Lonneker,2008,2016,2017
59f5ebf5e4b063d5d307e2e1,aENMTx,Eastern Narrow-mouthed Toad,Gastrophryne carolinensis,doi:10.5066/F7V9875N,https://www.sciencebase.gov/catalog/item/59f5ebf5e4b063d5d307e2e1,['Ken Boykin'],Steve Williams,2008,2015,2017
59f5e28de4b063d5d307df41,aENSAx,Ensatina,Ensatina eschscholtzii,doi:10.5066/F7G15ZWF,https://www.sciencebase.gov/catalog/item/59f5e28de4b063d5d307df41,['Ken Boykin'],Steve Williams,2008,2016,2017
59f5ebb8e4b063d5d307e0f5,aERBSx,Eastern Red-backed Salamander,Plethodon cinereus,doi:10.5066/F7P26X90,https://www.sciencebase.gov/catalog/item/59f5ebb8e4b063d5d307e0f5,['Matthew Rubino'],Steve Williams,2008,2016,2017
59f5e259e4b063d5d307de1b,aETSAx,Eastern Tiger Salamander,Ambystoma tigrinum,doi:10.5066/F77W6B8R,https://www.sciencebase.gov/catalog/item/59f5e259e4b063d5d307de1b,"['Matthew Rubino', 'Thomas Laxson', 'Thomas Laxson']",Jeff Lonneker,2008,2016,2017
59f5e223e4b063d5d307dcdb,aFBFRx,Florida Bog Frog,Lithobates okaloosae,doi:10.5066/F7QJ7GDG,https://www.sciencebase.gov/catalog/item/59f5e223e4b063d5d307dcdb,['Adam Radel'],Jeff Lonneker,2008,2013,2017
59f5ec3fe4b063d5d307e55d,aFBSAx,Fern Bank Salamander,Eurycea pterophila,doi:10.5066/F79G5KX8,https://www.sciencebase.gov/catalog/item/59f5ec3fe4b063d5d307e55d,['Ken Boykin'],Steve Williams,2008,2016,2017
59f5ebe8e4b063d5d307e269,aFFSAx,Frosted Flatwoods Salamander,Ambystoma cingulatum,doi:10.5066/F7X0662N,https://www.sciencebase.gov/catalog/item/59f5ebe8e4b063d5d307e269,['Matthew Rubino'],Steve Williams,2008,2016,2017
59f5ec63e4b063d5d307e6a3,aFMSAx,Fourch Mountain Salamander,Plethodon fourchensis,doi:10.5066/F7KW5F5C,https://www.sciencebase.gov/catalog/item/59f5ec63e4b063d5d307e6a3,['Matthew Rubino'],Steve Williams,2008,2016,2017
59f5ec6ae4b063d5d307e6d9,aFOTOx,Fowler's Toad,Anaxyrus fowleri,doi:10.5066/F7736Q2P,https://www.sciencebase.gov/catalog/item/59f5ec6ae4b063d5d307e6d9,['Ken Boykin'],Jeff Lonneker,2008,2015,2017
59f5e2a8e4b063d5d307dfd9,aFTSAx,Four-toed Salamander,Hemidactylium scutatum,doi:10.5066/F7N58KF4,https://www.sciencebase.gov/catalog/item/59f5e2a8e4b063d5d307dfd9,['Adam Radel'],Matt Rubino,2008,2013,2017
59f5ebb9e4b063d5d307e0f9,aFYLFx,Foothill Yellow-legged Frog,Rana boylii,doi:10.5066/F7SX6C71,https://www.sciencebase.gov/catalog/item/59f5ebb9e4b063d5d307e0f9,['Ken Boykin'],Jeff Lonneker,2008,2016,2017
59f5ec2ce4b063d5d307e4c7,aGBSAx,Georgia Blind Salamander,Haideotriton wallacei,doi:10.5066/F7XW4HXS,https://www.sciencebase.gov/catalog/item/59f5ec2ce4b063d5d307e4c7,['Adam Radel'],Jeff Lonneker,2008,2013,2017
59f5e269e4b063d5d307de83,aGBSPx,Great Basin Spadefoot,Spea intermontana,doi:10.5066/F73F4NSQ,https://www.sciencebase.gov/catalog/item/59f5e269e4b063d5d307de83,['Ken Boykin'],Jeff Lonneker,2008,2016,2017
59f5e299e4b063d5d307df89,aGCTOx,Gulf Coast Toad,Ollotis nebulifer,doi:10.5066/F7ZP459T,https://www.sciencebase.gov/catalog/item/59f5e299e4b063d5d307df89,['Ken Boykin'],Jeff Lonneker,2008,2015,2017
59f5e225e4b063d5d307dce5,aGESAx,Georgetown Salamander,Eurycea naufragia,doi:10.5066/F72Z14J3,https://www.sciencebase.gov/catalog/item/59f5e225e4b063d5d307dce5,['Ken Boykin'],Steve Williams,2008,2016,2017
59f5ec6ce4b063d5d307e6f1,aGGSAx,Gregarious Salamander,Batrachoseps gregarius,doi:10.5066/F7P55MJ2,https://www.sciencebase.gov/catalog/item/59f5ec6ce4b063d5d307e6f1,['Ken Boykin'],Jeff Lonneker,2008,2016,2017
59f5ebaae4b063d5d307e075,aGHFRx,Greenhouse Frog,Eleutherodactylus planirostris,doi:10.5066/F70C4TTM,https://www.sciencebase.gov/catalog/item/59f5ebaae4b063d5d307e075,['Adam Radel'],Jeff Lonneker,2008,2013,2017
59f5ebe1e4b063d5d307e221,aGMSSx,Gabilan Mountains Slender Salamander,Batrachoseps gavilanensis,doi:10.5066/F74748ZN,https://www.sciencebase.gov/catalog/item/59f5ebe1e4b063d5d307e221,['Ken Boykin'],Jeff Lonneker,2008,2016,2017
59f5e298e4b063d5d307df83,aGOFRx,Gopher Frog,Lithobates capito,doi:10.5066/F70G3J8S,https://www.sciencebase.gov/catalog/item/59f5e298e4b063d5d307df83,['Adam Radel'],Jeff Lonneker,2008,2013,2017
59f5e2a2e4b063d5d307dfbd,aGPTOx,Great Plains Toad,Anaxyrus cognatus,doi:10.5066/F7T43S6S,https://www.sciencebase.gov/catalog/item/59f5e2a2e4b063d5d307dfbd,['Ken Boykin'],Jeff Lonneker,2008,2015,2017
59f5e22fe4b063d5d307dd1f,aGRFRx,Green Frog,Lithobates clamitans,doi:10.5066/F7QF8RVZ,https://www.sciencebase.gov/catalog/item/59f5e22fe4b063d5d307dd1f,['Ken Boykin'],Jeff Lonneker,2008,2015,2017
59f5e25ae4b063d5d307de23,aGRSAx,Green Salamander,Aneides aeneus,doi:10.5066/F7PC31GF,https://www.sciencebase.gov/catalog/item/59f5e25ae4b063d5d307de23,['Matthew Rubino'],Steve Williams,2008,2016,2017
59f5ebbfe4b063d5d307e131,aGRSIx,Greater Siren,Siren lacertina,doi:10.5066/F78W3CG1,https://www.sciencebase.gov/catalog/item/59f5ebbfe4b063d5d307e131,['Matthew Rubino'],Steve Williams,2008,2016,2017
59f5e26ee4b063d5d307de95,aGRTOx,Green Toad,Anaxyrus debilis,doi:10.5066/F76D5S4T,https://www.sciencebase.gov/catalog/item/59f5e26ee4b063d5d307de95,['Ken Boykin'],Jeff Lonneker,2008,2015,2017
59f5e1c7e4b063d5d307dad9,aGRTRx,Green Treefrog,Hyla cinerea,doi:10.5066/F7QR4W4S,https://www.sciencebase.gov/catalog/item/59f5e1c7e4b063d5d307dad9,['Ken Boykin'],Jeff Lonneker,2008,2015,2017
59f5e27ee4b063d5d307deed,aGSALx,Grotto Salamander,Eurycea spelaea,doi:10.5066/F7M32TTP,https://www.sciencebase.gov/catalog/item/59f5e27ee4b063d5d307deed,['Matthew Rubino'],Steve Williams,2008,2016,2017
